2016-01-08 17:41:47 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:47 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:48 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:49 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:49 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:49 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:51 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:53 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:54 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:54 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:56 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:56 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:58 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:58 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:42:43 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:42:43 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:42:49 - PHP Notice:  Undefined property: DB::$query in Unknown on line 0
2016-01-08 17:42:52 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:42:52 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:42:59 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:42:59 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:43:10 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:43:33 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:43:34 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:43:34 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:43:40 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:43:43 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:43:43 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:43:52 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:43:52 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:43:55 - PHP Notice:  Undefined property: DB::$query in Unknown on line 0
2016-01-08 17:44:38 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:44:38 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:44:47 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:44:47 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:44:50 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:44:50 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:44:54 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:44:54 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:44:59 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:44:59 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:51:23 - PHP Notice:  Undefined property: PHPExcel_Worksheet::$getHighestColumn in Unknown on line 0
2016-01-08 17:51:24 - PHP Notice:  Undefined property: PHPExcel_Worksheet::$getHighestColumn in Unknown on line 0
2016-01-08 17:56:27 - PHP Notice:  Unknown:  in Unknown on line 0
2016-01-08 17:56:27 - PHP Warning:  Error while sending STATISTICS packet. PID=7340 in Unknown on line 0
2016-01-08 17:56:27 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:56:27 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:56:43 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:56:43 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:56:52 - PHP Notice:  Error: MySQL server has gone away<br />Error No: 2006<br />SHOW COLUMNS FROM `product_description` LIKE 'meta_title' in C:\OpenServer\domains\testNovumSoft\system\library\db\mysqli.php on line 41
2016-01-08 17:56:52 - PHP Notice:  Trying to get property of non-object in Unknown on line 0
2016-01-08 17:56:53 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
